11
9
11
20
20
8
19
14
13
12
12
9
7
12
20
16
10
15
10
13
11
9
10
12
8
10
21
25
9
12
14
14
16
19
21
19
11
11
16
18
19
23
12
22
16
16
11
12
23
14
11
